,context,e1,r,e2,label,score
3,"[['journalist', 'journalistwritesforpublication', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'organizationheadquarteredincity', 'city', 'headquarteredin_inv', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'competeswith_inv', 'company', 'competeswith', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'companyeconomicsector', 'economicsector', 'companyeconomicsector_inv', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'organizationheadquarteredincity', 'city', 'organizationheadquarteredincity_inv', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'headquarteredin', 'city', 'headquarteredin_inv', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'newspaperincity', 'city', 'newspaperincity_inv', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'journalistwritesforpublication_inv', 'journalist', 'worksfor', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'worksfor_inv', 'person', 'journalistwritesforpublication', 'newspaper'], ['journalist', 'journalistwritesforpublication', 'publication', 'headquarteredin', 'city', 'organizationheadquarteredincity_inv', 'newspaper']]",journalist_mike_vaccaro,worksfor,newspaper_new_york_post,+,0.3126824200153351
4,"[['journalist', 'journalistwritesforpublication', 'publication', 'competeswith_inv', 'company', 'competeswith', 'televisionstation'], ['journalist', 'journalistwritesforpublication', 'publication', 'journalistwritesforpublication_inv', 'journalist', 'worksfor', 'televisionstation']]",journalist_steve_lopez,worksfor,televisionstation_los_angeles_times,+,0.21434056758880615
5,"[['personmexico', 'organizationhiredperson_inv', 'organization', 'agentcompeteswithagent', 'agent', 'agentcompeteswithagent_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'subpartof', 'everypromotedthing', 'subpartof_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'atlocation_inv', 'everypromotedthing', 'atlocation', 'city'], ['personmexico', 'organizationterminatedperson_inv', 'organization', 'personleadsorganization_inv', 'person', 'worksfor', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'agentcompeteswithagent', 'agent', 'agentcompeteswithagent', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'proxyfor', 'everypromotedthing', 'proxyfor_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'locationlocatedwithinlocation_inv', 'location', 'locationlocatedwithinlocation', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'personleadsorganization_inv', 'person', 'worksfor', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'organizationterminatedperson', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'persongraduatedschool', 'school', 'persongraduatedfromuniversity_inv', 'person', 'worksfor', 'city'], ['personmexico', 'personborninlocation', 'location', 'personborninlocation_inv', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'persongraduatedfromuniversity', 'university', 'persongraduatedfromuniversity_inv', 'person', 'worksfor', 'city'], ['personmexico', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'subpartoforganization', 'organization', 'subpartoforganization_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'personleadsorganization_inv', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'organizationterminatedperson', 'person', 'worksfor', 'city'], ['personmexico', 'organizationterminatedperson_inv', 'organization', 'worksfor_inv', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'mutualproxyfor_inv', 'everypromotedthing', 'locationlocatedwithinlocation', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'subpartof_inv', 'everypromotedthing', 'mutualproxyfor_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'organizationhiredperson', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'agentcompeteswithagent_inv', 'agent', 'agentcompeteswithagent', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'organizationhiredperson', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'mutualproxyfor', 'everypromotedthing', 'locationlocatedwithinlocation', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'agentcompeteswithagent_inv', 'agent', 'agentcompeteswithagent_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'organizationhiredperson', 'person', 'worksfor', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'proxyfor', 'everypromotedthing', 'atlocation', 'city'], ['personmexico', 'personchargedwithcrime', 'crimeorcharge', 'personchargedwithcrime_inv', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'mutualproxyfor', 'everypromotedthing', 'mutualproxyfor_inv', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'worksfor_inv', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationterminatedperson_inv', 'organization', 'personleadsorganization_inv', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'organizationterminatedperson', 'person', 'worksfor', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'organizationhiredperson', 'person', 'worksfor', 'city'], ['personmexico', 'organizationterminatedperson_inv', 'organization', 'organizationhiredperson', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'subpartoforganization', 'organization', 'subpartoforganization_inv', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'locationlocatedwithinlocation_inv', 'location', 'locationlocatedwithinlocation', 'city'], ['personmexico', 'personleadsorganization', 'organization', 'atlocation_inv', 'everypromotedthing', 'mutualproxyfor_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'atlocation_inv', 'everypromotedthing', 'mutualproxyfor_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'worksfor_inv', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationterminatedperson_inv', 'organization', 'organizationhiredperson', 'person', 'worksfor', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'mutualproxyfor', 'everypromotedthing', 'atlocation', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'organizationterminatedperson', 'person', 'organizationhiredperson_inv', 'city'], ['personmexico', 'organizationhiredperson_inv', 'organization', 'proxyfor_inv', 'everypromotedthing', 'locationlocatedwithinlocation', 'city']]",personmexico_ryan_whitney,worksfor,city_experts,+,0.8864361643791199
6,"[['personcanada', 'personleadsorganization', 'organization', 'worksfor_inv', 'person', 'personleadsorganization', 'automobilemaker'], ['personcanada', 'mutualproxyfor_inv', 'everypromotedthing', 'mutualproxyfor', 'everypromotedthing', 'personleadsorganization', 'automobilemaker'], ['personcanada', 'personleadsorganization', 'automobilemaker'], ['personcanada', 'mutualproxyfor_inv', 'everypromotedthing', 'mutualproxyfor', 'everypromotedthing', 'worksfor', 'automobilemaker']]",personcanada_silvio_berlusconi,worksfor,automobilemaker_italian,+,0.041680365800857544
7,"[['person', 'organizationhiredperson_inv', 'organization', 'worksfor_inv', 'person', 'coachesteam', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'worksfor_inv', 'person', 'organizationhiredperson_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'athleteledsportsteam_inv', 'athlete', 'personbelongstoorganization', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'athleteplaysforteam_inv', 'athlete', 'personbelongstoorganization', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam', 'sportsteam', 'teamplaysagainstteam', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'sportsgameteam_inv', 'sportsgame', 'sportsgameteam', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'organizationhiredperson', 'person', 'worksfor', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'teamwontrophy', 'awardtrophytournament', 'teamwontrophy_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'athleteplaysforteam_inv', 'athlete', 'athleteledsportsteam', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysinleague', 'sportsleague', 'teamplaysinleague_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'organizationhiredperson', 'person', 'organizationhiredperson_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysagainstteam', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysincity', 'city', 'teamplaysincity_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'teamplaysagainstteam_inv', 'sportsteam', 'teamplaysagainstteam_inv', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'personbelongstoorganization_inv', 'person', 'athleteplaysforteam', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'personbelongstoorganization_inv', 'person', 'athleteledsportsteam', 'sportsteam'], ['person', 'organizationhiredperson_inv', 'organization', 'athleteledsportsteam_inv', 'athlete', 'athleteplaysforteam', 'sportsteam']]",person_andy_reid,worksfor,sportsteam_philadelphia_eagles,+,0.40390440821647644
8,"[['journalist', 'agentcollaborateswithagent_inv', 'agent', 'worksfor_inv', 'person', 'agentcollaborateswithagent_inv', 'blog'], ['journalist', 'agentcollaborateswithagent_inv', 'blog']]",journalist_anita_campbell,worksfor,blog_small_business_trends,+,0.006623739376664162
9,"[['coach', 'organizationhiredperson_inv', 'organization', 'personbelongstoorganization_inv', 'person', 'worksfor', 'website'], ['coach', 'organizationhiredperson_inv', 'organization', 'organizationhiredperson', 'person', 'worksfor', 'website']]",coach_jim_boeheim,worksfor,website_syracuse,+,0.10279349982738495
10,"[['journalist', 'journalistwritesforpublication', 'publication', 'agentcompeteswithagent', 'agent', 'agentcompeteswithagent_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'agentcollaborateswithagent_inv', 'agent', 'agentbelongstoorganization', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'companyeconomicsector', 'economicsector', 'companyeconomicsector_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'hasofficeincity', 'city', 'hasofficeincity_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'competeswith_inv', 'company', 'competeswith', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'headquarteredin', 'city', 'organizationheadquarteredincity_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'acquired', 'company', 'subpartoforganization', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'agentcompeteswithagent_inv', 'agent', 'agentcompeteswithagent', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'organizationheadquarteredincity', 'city', 'headquarteredin_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'competeswith', 'company', 'competeswith', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'agentcompeteswithagent', 'agent', 'agentcompeteswithagent', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'headquarteredin', 'city', 'headquarteredin_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'worksfor_inv', 'person', 'journalistwritesforpublication', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'agentcompeteswithagent_inv', 'agent', 'agentcompeteswithagent_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'competeswith_inv', 'company', 'competeswith_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'organizationheadquarteredincity', 'city', 'organizationheadquarteredincity_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'agentbelongstoorganization_inv', 'humanagent', 'agentcollaborateswithagent', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'competeswith', 'company', 'competeswith_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'subpartoforganization_inv', 'organization', 'acquired_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'journalistwritesforpublication_inv', 'journalist', 'worksfor', 'website'], ['journalist', 'journalistwritesforpublication', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'newspaperincity', 'city', 'newspaperincity_inv', 'website'], ['journalist', 'journalistwritesforpublication', 'publication', 'hasofficeincity', 'city', 'newspaperincity_inv', 'website']]",journalist_jacques_steinberg,worksfor,website_new_york_times,+,0.5307803750038147
11,"[['athlete', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols', 'everypromotedthing', 'subpartof', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols', 'everypromotedthing', 'agentcollaborateswithagent_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'subpartoforganization', 'organization', 'subpartoforganization_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'personleadsorganization_inv', 'person', 'organizationterminatedperson_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'worksfor_inv', 'person', 'agentcollaborateswithagent_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'worksfor_inv', 'person', 'personleadsorganization', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols', 'everypromotedthing', 'agentcollaborateswithagent', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'organizationhiredperson', 'person', 'organizationhiredperson_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'personbelongstoorganization_inv', 'person', 'agentcollaborateswithagent_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'agentbelongstoorganization_inv', 'humanagent', 'agentcollaborateswithagent', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'organizationterminatedperson', 'person', 'personleadsorganization', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'agentcollaborateswithagent_inv', 'agent', 'agentbelongstoorganization', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'subpartof', 'everypromotedthing', 'subpartof_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'organizationheadquarteredincity', 'city', 'organizationheadquarteredincity_inv', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'personleadsorganization_inv', 'person', 'worksfor', 'city'], ['athlete', 'agentcollaborateswithagent_inv', 'agent', 'subpartof_inv', 'everypromotedthing', 'agentcontrols_inv', 'city']]",athlete_charlie_gibson,worksfor,city_abc,+,0.43175604939460754
12,"[['person', 'persondiedatage', 'nonneginteger', 'persondiedatage_inv', 'person', 'journalistwritesforpublication', 'website'], ['person', 'agentcollaborateswithagent_inv', 'agent', 'organizationhiredperson', 'person', 'organizationhiredperson_inv', 'website'], ['person', 'personbelongstoorganization', 'organization', 'personbelongstoorganization_inv', 'person', 'worksfor', 'website'], ['person', 'persongraduatedschool', 'school', 'persongraduatedfromuniversity_inv', 'person', 'worksfor', 'website'], ['person', 'agentbelongstoorganization', 'organization', 'organizationhiredperson', 'person', 'organizationhiredperson_inv', 'website'], ['person', 'agentbelongstoorganization', 'organization', 'worksfor_inv', 'person', 'organizationhiredperson_inv', 'website'], ['person', 'persongraduatedfromuniversity', 'university', 'persongraduatedfromuniversity_inv', 'person', 'worksfor', 'website'], ['person', 'agentbelongstoorganization', 'organization', 'agentbelongstoorganization_inv', 'humanagent', 'worksfor', 'website'], ['person', 'personhasjobposition', 'jobposition', 'personhasjobposition_inv', 'person', 'worksfor', 'website']]",person_john003,worksfor,website_new_york_times,+,0.04651717096567154
13,"[['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols_inv', 'agent', 'mutualproxyfor_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'organizationheadquarteredincity', 'city', 'organizationheadquarteredincity_inv', 'company'], ['personaustralia', 'persondiedatage', 'nonneginteger', 'persondiedatage_inv', 'person', 'organizationterminatedperson_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'acquired_inv', 'company', 'acquired', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'headquarteredin', 'city', 'organizationheadquarteredincity_inv', 'company'], ['personaustralia', 'persondiedatage', 'nonneginteger', 'persondiedatage_inv', 'person', 'mutualproxyfor_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols_inv', 'agent', 'proxyfor', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'proxyfor_inv', 'everypromotedthing', 'agentcontrols', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'mutualproxyfor', 'everypromotedthing', 'agentcontrols', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'subpartof_inv', 'everypromotedthing', 'agentcontrols_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols_inv', 'agent', 'agentcontrols', 'company'], ['personaustralia', 'persondiedatage', 'nonneginteger', 'persondiedatage_inv', 'person', 'personleadsorganization', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'worksfor_inv', 'person', 'agentcollaborateswithagent_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'mutualproxyfor', 'everypromotedthing', 'organizationterminatedperson_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'agentcontrols', 'everypromotedthing', 'subpartof', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'organizationheadquarteredincity', 'city', 'headquarteredin_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'headquarteredin', 'city', 'headquarteredin_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'topmemberoforganization_inv', 'person', 'ceoof', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'mutualproxyfor', 'everypromotedthing', 'mutualproxyfor_inv', 'company'], ['personaustralia', 'persondiedatage', 'nonneginteger', 'persondiedatage_inv', 'person', 'agentcollaborateswithagent_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'mutualproxyfor', 'everypromotedthing', 'proxyfor', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'ceoof_inv', 'ceo', 'topmemberoforganization', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'organizationterminatedperson', 'person', 'mutualproxyfor_inv', 'company'], ['personaustralia', 'agentcollaborateswithagent_inv', 'agent', 'proxyfor_inv', 'everypromotedthing', 'mutualproxyfor_inv', 'company']]",personaustralia_jobs,worksfor,company_pixar,+,0.11536974459886551
